Width,Height,Eccentricity,Moore Length,Slopes,DirectionSum,Y
18,29,0.620690,97,2,34,6
18,29,0.620690,76,5,51,4
18,29,0.620690,97,3,31,6
18,29,0.620690,79,0,12,8
18,29,0.620690,99,2,34,6
18,29,0.620690,77,5,49,4
18,29,0.620690,97,3,31,6
18,29,0.620690,78,0,12,8
17,29,0.586207,96,3,35,6
18,29,0.620690,76,5,49,4
18,29,0.620690,99,2,34,6
18,29,0.620690,78,1,15,8
18,29,0.620690,99,2,34,6
18,29,0.620690,75,6,56,4
16,29,0.551724,92,4,36,6
18,29,0.620690,79,0,12,8
17,29,0.586207,94,4,40,6
16,29,0.551724,74,5,51,4
19,29,0.655172,100,1,13,6
18,29,0.620690,79,1,15,8
18,29,0.620690,97,2,34,6
18,29,0.620690,76,5,51,4
18,29,0.620690,97,3,31,6
18,29,0.620690,79,0,12,8
18,29,0.620690,99,2,34,6
18,29,0.620690,77,5,49,4
18,29,0.620690,97,3,31,6
18,29,0.620690,78,0,12,8
17,29,0.586207,96,3,35,6
18,29,0.620690,76,5,49,4
18,29,0.620690,99,2,34,6
18,29,0.620690,78,1,15,8
18,29,0.620690,99,2,34,6
18,29,0.620690,75,6,56,4
16,29,0.551724,92,4,36,6
18,29,0.620690,79,0,12,8
17,29,0.586207,94,4,40,6
16,29,0.551724,74,5,51,4
19,29,0.655172,100,1,13,6
18,29,0.620690,79,0,12,8
18,29,0.620690,100,2,34,6
16,29,0.551724,74,5,51,4
16,29,0.551724,94,4,34,6
18,29,0.620690,79,0,12,8
18,29,0.620690,100,2,34,6
16,29,0.551724,74,5,49,4
18,29,0.620690,99,2,34,6
18,29,0.620690,79,0,12,8
18,29,0.620690,97,2,34,6
16,29,0.551724,73,5,51,4
18,29,0.620690,97,3,31,6
18,29,0.620690,80,0,12,8
18,29,0.620690,99,2,34,6
17,29,0.586207,75,5,51,4
18,29,0.620690,97,1,13,6
17,29,0.586207,77,1,15,8
18,29,0.620690,97,2,34,6
18,29,0.620690,76,5,49,4
18,29,0.620690,98,3,35,6
18,29,0.620690,100,2,22,9
19,29,0.655172,79,4,30,4
18,29,0.620690,103,0,12,9
18,29,0.620690,100,3,37,6
18,29,0.620690,102,3,23,9
18,29,0.620690,77,5,51,4
18,29,0.620690,102,2,18,9
18,29,0.620690,98,2,34,6
18,29,0.620690,104,2,22,9
18,29,0.620690,76,5,51,4
18,29,0.620690,101,0,12,9
18,29,0.620690,98,2,34,6
18,29,0.620690,99,3,19,9
19,29,0.655172,79,4,30,4
18,29,0.620690,103,0,12,9
18,29,0.620690,97,3,37,6
18,29,0.620690,100,3,21,9
19,29,0.655172,79,6,54,4
18,29,0.620690,101,1,15,9
18,29,0.620690,98,2,34,6
18,29,0.620690,100,3,21,9
18,29,0.620690,76,4,42,4
18,29,0.620690,102,0,12,9
19,29,0.655172,105,2,34,6
18,29,0.620690,99,0,12,9
18,29,0.620690,78,4,40,4
18,29,0.620690,100,0,12,9
18,29,0.620690,102,2,34,6
18,29,0.620690,101,2,18,9
18,29,0.620690,78,5,47,4
18,29,0.620690,105,0,12,9
16,29,0.551724,98,2,34,6
17,29,0.586207,99,2,22,9
17,29,0.586207,78,5,43,4
17,29,0.586207,102,2,22,9
16,29,0.551724,95,3,37,6
18,29,0.620690,100,2,18,9
18,29,0.620690,76,4,42,4
18,29,0.620690,100,2,18,9
18,29,0.620690,102,0,12,6
16,29,0.551724,73,5,51,4
16,29,0.551724,78,0,12,8
18,29,0.620690,78,0,12,0
18,29,0.620690,76,5,51,4
18,29,0.620690,73,5,51,4
17,29,0.586207,80,1,15,8
17,29,0.586207,79,0,12,0
18,29,0.620690,76,5,49,4
17,29,0.586207,75,5,43,4
18,29,0.620690,78,1,15,8
16,29,0.551724,77,1,15,0
18,29,0.620690,77,5,49,4
16,29,0.551724,76,5,43,4
18,29,0.620690,78,1,15,8
16,29,0.551724,77,1,15,0
19,29,0.655172,73,4,36,4
18,29,0.620690,74,5,45,4
16,29,0.551724,75,2,16,8
18,29,0.620690,78,1,15,0
16,29,0.551724,75,5,51,4
16,29,0.551724,73,5,43,4
16,29,0.551724,78,0,12,8
18,29,0.620690,77,1,15,0
17,29,0.586207,73,5,47,4
18,29,0.620690,74,5,43,4
18,29,0.620690,77,1,15,8
18,29,0.620690,80,0,12,0
16,29,0.551724,73,5,43,4
18,29,0.620690,73,5,45,4
18,29,0.620690,77,1,15,8
18,29,0.620690,79,1,15,0
18,29,0.620690,77,5,47,4
16,29,0.551724,75,4,48,4
18,29,0.620690,78,1,15,8
18,29,0.620690,80,0,12,0
18,29,0.620690,77,4,48,4
18,29,0.620690,74,5,43,4
18,29,0.620690,79,0,12,8
18,29,0.620690,78,1,15,0
17,29,0.586207,73,5,39,4
18,29,0.620690,74,5,51,4
18,29,0.620690,80,0,12,8
6,29,0.206897,64,0,12,1
18,29,0.620690,76,5,45,4
18,29,0.620690,77,5,45,4
17,29,0.586207,78,2,16,8
6,29,0.206897,65,0,12,1
16,29,0.551724,73,5,51,4
16,29,0.551724,75,5,51,4
18,29,0.620690,80,0,12,8
5,29,0.172414,63,1,19,1
18,29,0.620690,76,5,49,4
18,29,0.620690,77,4,48,4
18,29,0.620690,79,0,12,8
5,29,0.172414,64,0,12,1
18,29,0.620690,76,5,43,4
18,29,0.620690,76,5,51,4
18,29,0.620690,80,0,12,8
5,29,0.172414,64,0,12,1
18,29,0.620690,78,5,51,4
18,29,0.620690,76,5,51,4
16,29,0.551724,79,0,12,8
5,29,0.172414,62,0,12,1
18,29,0.620690,75,5,43,4
17,29,0.586207,76,5,51,4
18,29,0.620690,81,0,12,8
5,29,0.172414,64,0,12,1
18,29,0.620690,76,5,51,4
16,29,0.551724,74,5,51,4
18,29,0.620690,80,0,12,8
5,29,0.172414,64,0,12,1
18,29,0.620690,76,5,43,4
18,29,0.620690,75,6,56,4
17,29,0.586207,77,0,12,8
6,29,0.206897,64,1,19,1
18,29,0.620690,76,5,45,4
18,29,0.620690,75,5,51,4
18,29,0.620690,78,0,12,8
5,29,0.172414,64,0,12,1
18,29,0.620690,76,5,51,4
16,29,0.551724,114,5,47,5
18,29,0.620690,121,5,45,5
16,29,0.551724,116,6,54,5
5,29,0.172414,62,1,19,1
18,29,0.620690,122,5,45,5
17,29,0.586207,119,5,45,5
16,29,0.551724,115,5,45,5
5,29,0.172414,64,0,12,1
16,29,0.551724,117,6,54,5
16,29,0.551724,115,5,45,5
18,29,0.620690,122,5,45,5
5,29,0.172414,63,1,19,1
17,29,0.586207,118,6,48,5
18,29,0.620690,123,5,45,5
16,29,0.551724,117,5,45,5
5,29,0.172414,63,1,19,1
16,29,0.551724,115,6,52,5
17,29,0.586207,126,6,52,5
16,29,0.551724,116,5,45,5
5,29,0.172414,64,0,12,1
18,29,0.620690,124,5,45,5
18,29,0.620690,124,5,51,5
16,29,0.551724,113,4,44,5
5,29,0.172414,64,0,12,1
16,29,0.551724,116,5,47,5
18,29,0.620690,122,5,45,5
18,29,0.620690,120,5,45,5
6,29,0.206897,65,0,12,1
16,29,0.551724,116,6,46,5
18,29,0.620690,119,5,45,5
16,29,0.551724,114,4,44,5
5,29,0.172414,63,0,12,1
16,29,0.551724,114,7,51,5
18,29,0.620690,120,5,45,5
16,29,0.551724,115,4,44,5
5,29,0.172414,63,0,12,1
17,29,0.586207,123,5,47,5
17,29,0.586207,121,4,44,5
16,29,0.551724,117,6,46,5
5,29,0.172414,64,0,12,1
18,29,0.620690,123,4,44,5
16,29,0.551724,96,3,39,6
17,29,0.586207,110,4,40,2
5,29,0.172414,63,1,19,1
16,29,0.551724,115,5,45,5
18,29,0.620690,103,2,34,6
16,29,0.551724,104,4,40,2
5,29,0.172414,63,1,13,1
16,29,0.551724,115,5,45,5
16,29,0.551724,102,2,34,6
18,29,0.620690,116,4,40,2
5,29,0.172414,64,2,30,1
16,29,0.551724,114,5,47,5
18,29,0.620690,105,2,34,6
17,29,0.586207,111,4,40,2
5,29,0.172414,63,1,19,1
16,29,0.551724,114,4,44,5
16,29,0.551724,97,2,34,6
16,29,0.551724,106,4,40,2
5,29,0.172414,64,0,12,1
18,29,0.620690,121,4,44,5
16,29,0.551724,97,2,34,6
18,29,0.620690,117,4,40,2
5,29,0.172414,64,0,12,1
16,29,0.551724,117,5,45,5
18,29,0.620690,102,2,34,6
17,29,0.586207,112,5,43,2
5,29,0.172414,62,1,19,1
16,29,0.551724,114,5,45,5
17,29,0.586207,104,2,34,6
18,29,0.620690,113,4,40,2
5,29,0.172414,63,1,19,1
15,29,0.517241,113,5,45,5
18,29,0.620690,101,2,34,6
17,29,0.586207,112,4,40,2
5,29,0.172414,63,1,19,1
17,29,0.586207,123,4,44,5
18,29,0.620690,101,2,34,6
17,29,0.586207,112,4,40,2
6,29,0.206897,64,0,12,1
18,29,0.620690,97,3,37,6
18,29,0.620690,97,2,18,9
18,29,0.620690,108,4,44,2
18,29,0.620690,113,4,44,2
16,29,0.551724,92,3,37,6
18,29,0.620690,98,2,18,9
18,29,0.620690,109,4,44,2
14,29,0.482759,105,5,41,2
17,29,0.586207,96,3,37,6
16,29,0.551724,96,2,22,9
17,29,0.586207,110,4,40,2
18,29,0.620690,112,4,44,2
18,29,0.620690,98,3,37,6
16,29,0.551724,94,4,24,9
18,29,0.620690,109,4,44,2
18,29,0.620690,112,4,40,2
18,29,0.620690,98,3,37,6
18,29,0.620690,101,2,18,9
18,29,0.620690,109,4,44,2
18,29,0.620690,114,4,44,2
18,29,0.620690,97,3,37,6
18,29,0.620690,97,3,19,9
18,29,0.620690,110,4,40,2
16,29,0.551724,104,4,40,2
17,29,0.586207,96,4,38,6
16,29,0.551724,95,4,24,9
18,29,0.620690,109,4,44,2
17,29,0.586207,111,4,40,2
18,29,0.620690,100,3,37,6
18,29,0.620690,98,2,22,9
18,29,0.620690,110,4,40,2
18,29,0.620690,100,1,15,6
16,29,0.551724,93,5,25,9
18,29,0.620690,109,4,44,2
18,29,0.620690,109,4,44,2
18,29,0.620690,99,3,33,6
18,29,0.620690,98,2,18,9
18,29,0.620690,111,6,52,2
16,29,0.551724,106,4,40,2
18,28,0.642857,83,4,40,7
6,29,0.206897,64,0,12,1
17,29,0.586207,83,3,33,7
16,29,0.551724,103,4,26,3
16,28,0.571429,79,4,46,7
6,29,0.206897,65,0,12,1
17,29,0.586207,84,4,46,7
17,29,0.586207,113,3,25,3
16,29,0.551724,76,2,16,0
16,29,0.551724,81,4,46,7
6,29,0.206897,64,0,12,1
18,29,0.620690,86,4,46,7
19,29,0.655172,114,3,25,3
18,29,0.620690,86,4,46,7
6,29,0.206897,65,0,12,1
16,29,0.551724,81,4,46,7
19,29,0.655172,116,3,25,3
16,29,0.551724,82,4,46,7
6,29,0.206897,65,1,15,1
16,29,0.551724,82,4,46,7
19,29,0.655172,113,3,25,3
16,29,0.551724,83,4,46,7
5,29,0.172414,64,0,12,1
16,29,0.551724,83,4,46,7
20,29,0.689655,119,3,25,3
17,29,0.586207,86,4,40,7
6,29,0.206897,65,0,12,1
18,28,0.642857,85,4,46,7
16,29,0.551724,103,4,26,3
16,28,0.571429,82,4,46,7
6,29,0.206897,64,0,12,1
16,29,0.551724,80,4,46,7
17,29,0.586207,109,4,28,3
17,29,0.586207,85,4,46,7
5,29,0.172414,63,2,30,1
16,29,0.551724,83,4,46,7
18,29,0.620690,112,4,30,3
16,29,0.551724,82,4,46,7
17,29,0.586207,99,2,34,6
16,29,0.551724,103,3,29,3
18,29,0.620690,75,5,51,4
16,28,0.571429,81,4,46,7
18,29,0.620690,102,2,34,6
16,29,0.551724,110,3,27,3
18,29,0.620690,76,5,49,4
18,29,0.620690,85,4,46,7
18,29,0.620690,104,2,34,6
18,29,0.620690,78,5,43,4
18,29,0.620690,87,4,40,7
18,29,0.620690,102,2,34,6
17,29,0.586207,113,3,25,3
18,29,0.620690,77,5,51,4
18,29,0.620690,87,4,46,7
17,29,0.586207,100,2,34,6
18,29,0.620690,117,2,24,3
16,29,0.551724,85,5,49,4
18,29,0.620690,86,4,46,7
17,29,0.586207,98,2,34,6
18,29,0.620690,76,5,49,4
16,29,0.551724,81,4,46,7
18,29,0.620690,101,2,34,6
18,29,0.620690,120,2,20,3
16,29,0.551724,82,5,51,4
18,29,0.620690,84,4,46,7
19,29,0.655172,106,2,34,6
17,29,0.586207,120,3,23,3
17,29,0.586207,86,5,41,7
18,29,0.620690,103,2,34,6
18,29,0.620690,119,2,24,3
18,29,0.620690,77,5,49,4
18,29,0.620690,85,4,46,7
18,29,0.620690,103,2,34,6
18,29,0.620690,98,3,19,9
18,28,0.642857,84,4,46,7
17,29,0.586207,123,5,45,5
16,29,0.551724,93,3,23,9
18,28,0.642857,84,4,46,7
16,29,0.551724,115,5,45,5
18,29,0.620690,97,3,19,9
18,29,0.620690,84,4,46,7
16,29,0.551724,112,6,52,5
16,29,0.551724,95,2,20,9
18,29,0.620690,86,4,46,7
18,29,0.620690,98,3,19,9
18,28,0.642857,85,4,46,7
18,29,0.620690,124,5,45,5
16,28,0.571429,83,4,46,7
18,29,0.620690,103,2,18,9
18,29,0.620690,85,4,46,7
18,29,0.620690,122,5,45,5
16,29,0.551724,83,4,46,7
18,29,0.620690,102,2,18,9
17,29,0.586207,86,4,40,7
17,29,0.586207,122,5,45,5
18,29,0.620690,100,2,22,9
16,29,0.551724,81,4,46,7
16,29,0.551724,115,6,50,5
14,29,0.482759,78,4,46,7
17,29,0.586207,84,6,48,7
17,29,0.586207,121,5,45,5
14,29,0.482759,80,4,46,7
14,29,0.482759,82,4,46,7
18,29,0.620690,79,0,12,0
17,29,0.586207,113,4,40,2
17,29,0.586207,109,4,40,2
6,29,0.206897,64,1,19,1
18,29,0.620690,80,0,12,0
17,29,0.586207,110,4,40,2
17,29,0.586207,111,4,40,2
6,29,0.206897,65,2,26,1
18,29,0.620690,80,0,12,0
17,29,0.586207,105,4,40,2
17,29,0.586207,108,4,40,2
6,29,0.206897,64,2,26,1
16,29,0.551724,77,0,12,0
16,29,0.551724,104,4,40,2
17,29,0.586207,108,4,40,2
6,29,0.206897,65,2,26,1
16,29,0.551724,77,2,20,0
16,29,0.551724,100,4,40,2
15,29,0.517241,102,4,40,2
5,29,0.172414,63,1,19,1
18,29,0.620690,77,1,17,0
17,29,0.586207,111,4,40,2
17,29,0.586207,112,4,40,2
6,29,0.206897,64,2,26,1
18,29,0.620690,79,0,12,0
17,29,0.586207,107,4,40,2
17,29,0.586207,110,5,43,2
6,29,0.206897,64,2,26,1
18,29,0.620690,79,0,12,0
17,29,0.586207,106,4,40,2
17,29,0.586207,109,4,40,2
6,29,0.206897,63,2,26,1
16,29,0.551724,76,2,20,0
16,29,0.551724,102,4,40,2
16,29,0.551724,101,4,40,2
6,29,0.206897,64,1,13,1
16,29,0.551724,78,1,17,0
18,29,0.620690,112,4,40,2
17,29,0.586207,110,4,40,2
6,29,0.206897,65,2,26,1
5,29,0.172414,62,1,25,1
18,28,0.642857,85,4,40,7
18,29,0.620690,79,0,12,8
18,29,0.620690,123,4,44,5
5,29,0.172414,63,0,12,1
18,29,0.620690,86,4,46,7
18,29,0.620690,80,0,12,8
16,29,0.551724,113,5,47,5
5,29,0.172414,63,0,12,1
16,28,0.571429,82,4,46,7
18,29,0.620690,79,0,12,8
16,29,0.551724,112,7,49,5
5,29,0.172414,64,0,12,1
17,29,0.586207,85,4,46,7
18,29,0.620690,79,0,12,8
17,29,0.586207,119,6,44,5
5,29,0.172414,63,0,12,1
16,29,0.551724,82,4,46,7
18,29,0.620690,80,0,12,8
16,29,0.551724,113,7,49,5
6,29,0.206897,64,0,12,1
16,29,0.551724,80,4,46,7
17,29,0.586207,78,0,12,8
17,29,0.586207,116,6,44,5
5,29,0.172414,62,1,19,1
16,29,0.551724,80,4,46,7
18,29,0.620690,79,0,12,8
17,29,0.586207,118,7,49,5
5,29,0.172414,63,0,12,1
17,29,0.586207,85,4,40,7
18,29,0.620690,79,1,15,8
18,29,0.620690,123,5,45,5
5,29,0.172414,64,0,12,1
17,29,0.586207,86,4,40,7
18,29,0.620690,80,0,12,8
17,29,0.586207,119,6,44,5
5,29,0.172414,63,0,12,1
18,28,0.642857,86,4,46,7
18,29,0.620690,80,0,12,8
16,29,0.551724,114,6,50,5
17,29,0.586207,111,3,25,3
16,29,0.551724,79,0,12,8
15,29,0.517241,81,4,46,7
5,29,0.172414,62,1,19,1
18,29,0.620690,113,4,28,3
16,29,0.551724,79,0,12,8
16,29,0.551724,82,4,46,7
5,29,0.172414,63,1,19,1
16,29,0.551724,107,4,28,3
16,29,0.551724,79,0,12,8
16,29,0.551724,81,4,46,7
5,29,0.172414,63,1,19,1
16,29,0.551724,106,4,28,3
16,29,0.551724,79,0,12,8
15,29,0.517241,81,4,40,7
5,29,0.172414,63,0,12,1
18,29,0.620690,114,4,28,3
18,29,0.620690,81,0,12,8
14,29,0.482759,80,4,46,7
5,29,0.172414,64,0,12,1
18,29,0.620690,112,4,28,3
16,29,0.551724,78,0,12,8
16,29,0.551724,84,4,46,7
5,29,0.172414,63,1,19,1
16,29,0.551724,106,4,28,3
18,29,0.620690,81,0,12,8
16,29,0.551724,82,4,46,7
5,29,0.172414,63,1,19,1
18,29,0.620690,112,4,28,3
16,29,0.551724,78,0,12,8
14,29,0.482759,80,4,46,7
5,29,0.172414,63,1,19,1
16,29,0.551724,106,4,28,3
18,29,0.620690,80,0,12,8
16,29,0.551724,82,4,46,7
5,29,0.172414,63,1,13,1
16,29,0.551724,107,3,25,3
16,29,0.551724,79,0,12,8
14,29,0.482759,78,4,46,7
5,29,0.172414,62,1,19,1
18,29,0.620690,77,5,51,4
18,29,0.620690,109,4,24,3
17,29,0.586207,78,0,12,0
6,29,0.206897,65,2,26,1
17,29,0.586207,78,5,49,4
18,29,0.620690,114,3,25,3
18,29,0.620690,77,0,12,0
6,29,0.206897,64,0,12,1
18,29,0.620690,78,5,51,4
16,28,0.571429,107,3,23,3
16,29,0.551724,77,0,12,0
5,29,0.172414,63,0,12,1
16,29,0.551724,74,5,51,4
15,29,0.517241,102,4,30,3
17,29,0.586207,79,0,12,0
6,29,0.206897,63,1,13,1
18,29,0.620690,77,6,50,4
16,29,0.551724,108,3,25,3
16,29,0.551724,78,0,12,0
5,29,0.172414,63,1,19,1
16,29,0.551724,73,5,51,4
18,29,0.620690,114,3,25,3
16,29,0.551724,77,2,20,0
5,29,0.172414,64,0,12,1
16,29,0.551724,75,5,49,4
16,29,0.551724,105,4,26,3
16,29,0.551724,76,0,12,0
6,29,0.206897,66,0,12,1
16,29,0.551724,105,3,25,3
16,29,0.551724,77,0,12,0
5,29,0.172414,63,0,12,1
17,29,0.586207,76,6,54,4
18,29,0.620690,112,3,25,3
17,29,0.586207,80,0,12,0
6,29,0.206897,64,1,13,1
16,29,0.551724,81,4,46,7
16,29,0.551724,115,5,45,5
18,29,0.620690,79,0,12,0
18,29,0.620690,79,1,15,0
18,29,0.620690,77,1,15,0
16,29,0.551724,79,4,46,7
16,29,0.551724,120,5,45,5
17,29,0.586207,78,1,15,0
18,29,0.620690,79,1,15,0
16,29,0.551724,80,4,46,7
17,29,0.586207,120,5,45,5
18,29,0.620690,79,0,12,0
18,29,0.620690,79,0,12,0
16,29,0.551724,82,4,46,7
16,29,0.551724,114,5,45,5
16,29,0.551724,79,0,12,0
18,29,0.620690,80,0,12,0
16,29,0.551724,83,4,40,7
17,29,0.586207,119,5,45,5
16,29,0.551724,78,0,12,0
18,29,0.620690,80,0,12,0
16,29,0.551724,82,4,46,7
16,29,0.551724,112,5,47,5
16,29,0.551724,78,0,12,0
16,29,0.551724,78,0,12,0
16,29,0.551724,80,4,46,7
16,29,0.551724,115,5,47,5
18,29,0.620690,80,0,12,0
16,29,0.551724,77,1,15,0
16,29,0.551724,83,4,46,7
16,29,0.551724,118,5,47,5
16,29,0.551724,78,0,12,0
16,29,0.551724,77,1,15,0
16,29,0.551724,83,4,46,7
16,29,0.551724,113,4,44,5
18,29,0.620690,79,0,12,0
18,29,0.620690,79,0,12,0
14,29,0.482759,79,3,39,7
16,29,0.551724,117,4,44,5
16,29,0.551724,78,0,12,0
18,29,0.620690,81,0,12,0
18,29,0.620690,99,3,19,9
16,29,0.551724,105,4,36,2
5,29,0.172414,62,1,19,1
18,29,0.620690,99,1,15,9
18,29,0.620690,109,4,40,2
6,29,0.206897,64,0,12,1
18,29,0.620690,104,0,12,9
18,29,0.620690,111,4,40,2
17,29,0.586207,113,3,23,3
6,29,0.206897,64,2,26,1
17,29,0.586207,99,3,21,9
17,29,0.586207,107,5,39,2
6,29,0.206897,64,2,26,1
18,29,0.620690,104,2,22,9
18,29,0.620690,112,4,44,2
5,29,0.172414,63,1,19,1
18,29,0.620690,98,3,23,9
18,29,0.620690,112,4,40,2
18,29,0.620690,113,2,20,3
5,29,0.172414,63,1,19,1
18,29,0.620690,99,0,12,9
19,29,0.655172,114,4,44,2
19,29,0.655172,116,3,25,3
6,29,0.206897,64,2,26,1
17,29,0.586207,99,2,18,9
17,29,0.586207,109,4,40,2
6,29,0.206897,62,2,26,1
18,29,0.620690,102,2,18,9
16,29,0.551724,106,4,36,2
5,29,0.172414,62,1,19,1
18,29,0.620690,98,3,19,9
18,29,0.620690,113,4,40,2
16,29,0.551724,105,4,30,3
5,29,0.172414,63,1,19,1
16,29,0.551724,76,0,12,0
18,29,0.620690,78,0,12,0
18,29,0.620690,111,2,20,3
16,29,0.551724,77,0,12,0
18,29,0.620690,77,0,12,0
16,29,0.551724,106,3,25,3
18,29,0.620690,77,1,15,0
17,29,0.586207,77,1,15,0
16,29,0.551724,105,3,21,3
16,29,0.551724,74,2,20,0
18,29,0.620690,78,0,12,0
18,29,0.620690,113,3,21,3
18,29,0.620690,79,0,12,0
18,29,0.620690,77,0,12,0
18,29,0.620690,108,3,25,3
18,29,0.620690,78,0,12,0
18,29,0.620690,77,1,15,0
17,29,0.586207,108,4,26,3
18,29,0.620690,79,0,12,0
18,29,0.620690,79,0,12,0
18,29,0.620690,112,3,25,3
18,29,0.620690,80,0,12,0
18,29,0.620690,79,0,12,0
18,29,0.620690,114,3,25,3
18,29,0.620690,78,0,12,0
18,29,0.620690,78,0,12,0
18,29,0.620690,108,4,28,3
18,29,0.620690,77,0,12,0
18,29,0.620690,80,0,12,0
18,29,0.620690,117,3,23,3
16,29,0.551724,75,5,45,4
16,29,0.551724,105,5,29,3
6,29,0.206897,64,2,26,1
16,29,0.551724,103,5,39,2
18,29,0.620690,75,5,45,4
17,29,0.586207,109,3,25,3
6,29,0.206897,62,1,19,1
16,29,0.551724,105,5,39,2
18,29,0.620690,76,5,51,4
17,29,0.586207,109,3,25,3
6,29,0.206897,64,2,26,1
16,29,0.551724,103,5,35,2
