Width,Height,Eccentricity,Moore Length,Slopes,DirectionSum,Y
16,29,0.551724,75,5,45,4
17,29,0.586207,109,3,25,3
5,29,0.172414,63,1,19,1
15,29,0.517241,100,5,35,2
18,29,0.620690,76,5,45,4
15,29,0.517241,99,5,29,3
5,29,0.172414,62,1,19,1
16,29,0.551724,106,5,39,2
17,29,0.586207,77,5,43,4
18,29,0.620690,112,2,24,3
5,29,0.172414,63,1,19,1
18,29,0.620690,107,5,39,2
18,29,0.620690,76,5,51,4
17,29,0.586207,107,4,28,3
6,29,0.206897,64,1,19,1
16,29,0.551724,106,5,35,2
16,29,0.551724,74,5,51,4
17,29,0.586207,105,4,24,3
5,29,0.172414,63,2,26,1
15,29,0.517241,100,5,35,2
18,29,0.620690,76,5,49,4
16,29,0.551724,107,2,24,3
6,29,0.206897,64,0,12,1
16,29,0.551724,103,5,35,2
16,29,0.551724,76,5,49,4
18,29,0.620690,111,3,25,3
5,29,0.172414,63,0,12,1
16,29,0.551724,101,5,35,2
16,29,0.551724,78,0,12,0
16,29,0.551724,98,3,25,9
17,29,0.586207,113,3,25,3
18,29,0.620690,80,0,12,8
17,29,0.586207,77,1,15,0
15,29,0.517241,96,3,21,9
17,29,0.586207,117,4,28,3
18,29,0.620690,80,0,12,8
17,29,0.586207,80,0,12,0
17,29,0.586207,102,3,25,9
17,29,0.586207,113,4,28,3
16,29,0.551724,78,0,12,8
18,29,0.620690,81,0,12,0
17,29,0.586207,102,3,25,9
18,29,0.620690,114,3,25,3
16,29,0.551724,78,0,12,8
16,29,0.551724,77,1,17,0
16,29,0.551724,98,3,23,9
18,29,0.620690,113,3,25,3
18,29,0.620690,81,0,12,8
16,29,0.551724,78,0,12,0
18,29,0.620690,105,0,12,9
16,29,0.551724,109,3,25,3
18,29,0.620690,80,0,12,8
16,29,0.551724,78,0,12,0
18,29,0.620690,105,2,22,9
16,29,0.551724,110,4,26,3
18,29,0.620690,81,0,12,8
18,29,0.620690,79,0,12,0
15,29,0.517241,97,3,23,9
17,29,0.586207,115,4,28,3
18,29,0.620690,81,0,12,8
16,29,0.551724,77,0,12,0
18,29,0.620690,103,2,22,9
18,29,0.620690,116,3,25,3
18,29,0.620690,81,0,12,8
16,29,0.551724,77,1,15,0
16,29,0.551724,98,3,25,9
16,29,0.551724,107,3,25,3
18,29,0.620690,80,0,12,8
18,29,0.620690,80,0,12,0
17,29,0.586207,104,3,25,9
17,29,0.586207,118,4,28,3
18,29,0.620690,82,0,12,8
18,29,0.620690,80,0,12,0
17,29,0.586207,100,3,25,9
16,29,0.551724,108,4,28,3
18,29,0.620690,83,0,12,8
17,29,0.586207,81,0,12,0
17,29,0.586207,101,2,22,9
16,29,0.551724,105,7,43,3
18,29,0.620690,79,0,12,8
17,29,0.586207,79,0,12,0
17,29,0.586207,105,2,22,9
16,29,0.551724,76,1,17,8
18,29,0.620690,82,0,12,0
16,29,0.551724,98,1,17,9
17,29,0.586207,116,4,28,3
17,29,0.586207,80,0,12,8
17,29,0.586207,81,0,12,0
17,29,0.586207,104,2,22,9
17,29,0.586207,108,4,28,3
18,29,0.620690,80,0,12,8
18,29,0.620690,80,0,12,0
18,29,0.620690,103,2,22,9
17,29,0.586207,113,4,28,3
18,29,0.620690,80,0,12,8
17,29,0.586207,79,0,12,0
17,29,0.586207,101,3,25,9
17,29,0.586207,115,5,35,3
16,29,0.551724,77,0,12,8
17,29,0.586207,79,0,12,0
17,29,0.586207,104,2,22,9
18,29,0.620690,112,4,28,3
18,29,0.620690,79,1,17,8
17,29,0.586207,79,0,12,0
16,29,0.551724,99,1,17,9
17,29,0.586207,114,4,28,3
17,29,0.586207,80,0,12,8
18,29,0.620690,108,5,43,2
16,29,0.551724,93,3,21,9
16,29,0.551724,91,4,34,6
16,29,0.551724,101,5,27,3
16,29,0.551724,103,5,39,2
18,29,0.620690,100,3,19,9
18,29,0.620690,97,3,37,6
16,29,0.551724,104,3,25,3
16,29,0.551724,104,5,39,2
18,29,0.620690,98,3,19,9
18,29,0.620690,96,2,34,6
16,29,0.551724,102,4,24,3
17,29,0.586207,105,4,40,2
18,29,0.620690,99,3,19,9
17,29,0.586207,98,2,34,6
16,29,0.551724,105,4,28,3
17,29,0.586207,110,4,40,2
18,29,0.620690,99,3,19,9
18,29,0.620690,97,2,34,6
16,29,0.551724,106,3,25,3
18,29,0.620690,110,4,40,2
18,29,0.620690,101,4,26,9
18,29,0.620690,96,3,37,6
18,29,0.620690,112,4,28,3
17,29,0.586207,107,4,40,2
18,29,0.620690,98,3,19,9
16,29,0.551724,92,3,37,6
16,29,0.551724,103,4,26,3
18,29,0.620690,108,4,40,2
18,29,0.620690,101,3,21,9
18,29,0.620690,98,3,37,6
16,29,0.551724,105,4,28,3
16,29,0.551724,108,5,39,2
18,29,0.620690,102,2,18,9
18,29,0.620690,98,2,34,6
16,29,0.551724,104,5,25,3
18,29,0.620690,108,5,39,2
18,29,0.620690,100,2,18,9
16,29,0.551724,94,4,38,6
18,29,0.620690,109,4,24,3
18,29,0.620690,111,4,44,2
18,29,0.620690,100,3,19,9
18,29,0.620690,98,3,33,6
18,29,0.620690,110,3,23,3
19,29,0.655172,116,4,40,2
18,29,0.620690,98,3,23,9
18,29,0.620690,96,2,34,6
16,29,0.551724,103,4,28,3
16,28,0.571429,102,5,39,2
18,29,0.620690,99,3,19,9
18,29,0.620690,97,3,33,6
17,29,0.586207,108,5,29,3
18,29,0.620690,110,4,40,2
18,29,0.620690,98,3,23,9
18,29,0.620690,97,2,30,6
16,29,0.551724,106,3,21,3
16,29,0.551724,104,5,39,2
18,29,0.620690,99,3,19,9
18,29,0.620690,97,2,30,6
18,29,0.620690,111,4,28,3
16,29,0.551724,106,4,40,2
18,29,0.620690,101,2,18,9
18,29,0.620690,96,2,34,6
18,29,0.620690,108,5,27,3
18,29,0.620690,111,4,44,2
18,29,0.620690,101,2,18,9
18,29,0.620690,96,2,34,6
18,29,0.620690,113,4,26,3
18,29,0.620690,109,4,40,2
18,29,0.620690,98,3,19,9
18,29,0.620690,97,2,34,6
16,29,0.551724,102,7,33,3
19,29,0.655172,114,4,44,2
18,29,0.620690,100,3,21,9
18,29,0.620690,96,3,37,6
16,29,0.551724,103,5,23,3
16,29,0.551724,102,4,40,2
18,29,0.620690,98,3,23,9
18,29,0.620690,96,2,34,6
18,29,0.620690,109,4,26,3
18,29,0.620690,112,4,40,2
16,29,0.551724,98,1,15,9
17,29,0.586207,99,2,34,6
17,29,0.586207,114,3,25,3
18,29,0.620690,112,4,40,2
16,29,0.551724,97,1,15,9
16,29,0.551724,97,2,34,6
16,29,0.551724,109,4,28,3
18,29,0.620690,113,4,40,2
17,29,0.586207,101,3,25,9
16,29,0.551724,96,3,37,6
17,29,0.586207,111,3,25,3
18,29,0.620690,109,4,40,2
16,29,0.551724,96,1,15,9
16,29,0.551724,96,3,37,6
17,29,0.586207,111,3,25,3
18,29,0.620690,108,4,40,2
16,29,0.551724,96,2,20,9
18,29,0.620690,100,2,34,6
17,29,0.586207,114,3,25,3
18,29,0.620690,110,4,40,2
16,29,0.551724,98,2,22,9
16,29,0.551724,97,3,41,6
17,29,0.586207,113,4,28,3
16,29,0.551724,105,4,40,2
16,29,0.551724,98,3,21,9
16,29,0.551724,94,4,44,6
18,29,0.620690,74,5,51,4
5,29,0.172414,63,0,12,1
16,29,0.551724,82,4,46,7
18,29,0.620690,99,3,25,9
18,29,0.620690,74,5,51,4
5,29,0.172414,64,0,12,1
18,28,0.642857,85,4,46,7
18,29,0.620690,98,2,22,9
18,29,0.620690,76,5,51,4
5,29,0.172414,63,1,19,1
16,29,0.551724,82,4,46,7
18,29,0.620690,100,2,22,9
16,29,0.551724,73,5,51,4
5,29,0.172414,63,0,12,1
18,28,0.642857,86,4,46,7
18,29,0.620690,100,2,22,9
18,29,0.620690,76,5,51,4
5,29,0.172414,63,1,19,1
18,29,0.620690,85,4,46,7
17,29,0.586207,99,3,23,9
18,29,0.620690,75,5,51,4
5,29,0.172414,63,0,12,1
18,28,0.642857,85,4,46,7
18,29,0.620690,99,2,22,9
18,29,0.620690,74,5,51,4
6,29,0.206897,64,0,12,1
18,29,0.620690,83,4,46,7
19,29,0.655172,103,0,12,9
18,29,0.620690,75,5,51,4
6,29,0.206897,65,2,26,1
16,29,0.551724,79,4,46,7
17,29,0.586207,98,3,23,9
18,29,0.620690,74,5,51,4
6,29,0.206897,63,0,12,1
16,29,0.551724,80,4,46,7
19,29,0.655172,102,2,22,9
18,29,0.620690,75,5,51,4
6,29,0.206897,63,0,12,1
16,29,0.551724,79,4,46,7
19,29,0.655172,102,0,12,9
17,29,0.586207,98,4,26,9
16,29,0.551724,108,4,40,2
16,29,0.551724,108,3,25,3
18,29,0.620690,76,6,50,4
17,29,0.586207,100,1,17,9
17,29,0.586207,112,5,49,2
18,29,0.620690,117,3,25,3
18,29,0.620690,76,6,50,4
18,29,0.620690,103,4,26,9
17,29,0.586207,110,6,48,2
16,29,0.551724,109,5,29,3
18,29,0.620690,75,5,47,4
18,29,0.620690,103,2,22,9
17,29,0.586207,113,4,40,2
17,29,0.586207,113,4,28,3
18,29,0.620690,76,6,60,4
16,28,0.571429,105,4,40,2
17,29,0.586207,113,4,28,3
18,29,0.620690,77,5,43,4
18,29,0.620690,100,2,22,9
17,29,0.586207,112,4,40,2
17,29,0.586207,115,3,25,3
18,29,0.620690,75,5,51,4
17,29,0.586207,103,2,22,9
17,29,0.586207,109,4,40,2
17,29,0.586207,111,4,30,3
18,29,0.620690,76,5,53,4
18,29,0.620690,103,0,12,9
17,29,0.586207,112,4,40,2
18,29,0.620690,116,4,28,3
18,29,0.620690,76,6,54,4
17,29,0.586207,99,0,12,9
17,29,0.586207,113,4,40,2
17,29,0.586207,110,4,30,3
16,29,0.551724,75,6,56,4
18,29,0.620690,102,0,12,9
17,29,0.586207,110,4,40,2
17,29,0.586207,110,3,25,3
18,29,0.620690,78,5,45,4
18,29,0.620690,77,0,12,0
6,29,0.206897,65,0,12,1
18,29,0.620690,77,2,16,8
16,29,0.551724,73,5,49,4
18,29,0.620690,80,0,12,0
6,29,0.206897,65,0,12,1
18,29,0.620690,77,1,15,8
18,29,0.620690,74,5,51,4
18,29,0.620690,76,1,15,0
6,29,0.206897,65,0,12,1
18,29,0.620690,78,1,15,8
18,29,0.620690,75,5,49,4
18,29,0.620690,77,0,12,0
6,29,0.206897,65,0,12,1
19,29,0.655172,78,0,12,8
16,29,0.551724,73,5,51,4
18,29,0.620690,78,0,12,0
6,29,0.206897,65,0,12,1
18,29,0.620690,76,2,16,8
18,29,0.620690,77,5,49,4
18,29,0.620690,78,0,12,0
5,29,0.172414,64,0,12,1
18,29,0.620690,78,1,15,8
18,29,0.620690,75,5,51,4
17,29,0.586207,78,1,15,0
6,29,0.206897,62,1,13,1
19,29,0.655172,78,0,12,8
18,29,0.620690,77,4,38,4
16,29,0.551724,77,1,17,0
5,29,0.172414,63,0,12,1
17,29,0.586207,77,1,15,8
18,29,0.620690,75,6,62,4
18,29,0.620690,78,0,12,0
5,29,0.172414,63,0,12,1
18,29,0.620690,78,1,15,8
18,29,0.620690,76,6,56,4
18,29,0.620690,77,0,12,0
6,29,0.206897,63,1,13,1
18,29,0.620690,80,0,12,8
18,29,0.620690,76,6,56,4
18,29,0.620690,77,1,15,0
16,29,0.551724,107,3,25,3
18,29,0.620690,101,2,18,9
18,29,0.620690,98,3,35,6
18,29,0.620690,77,2,16,0
17,29,0.586207,111,4,26,3
18,29,0.620690,101,2,22,9
18,29,0.620690,100,2,34,6
18,29,0.620690,79,1,15,0
18,29,0.620690,115,3,25,3
18,29,0.620690,98,2,18,9
16,29,0.551724,92,4,40,6
18,29,0.620690,76,1,15,0
17,29,0.586207,108,3,25,3
18,29,0.620690,101,2,18,9
18,29,0.620690,76,1,15,0
18,29,0.620690,98,2,34,6
17,29,0.586207,78,1,13,8
6,29,0.206897,63,1,19,1
18,29,0.620690,78,0,12,0
16,29,0.551724,95,4,46,6
17,29,0.586207,76,1,13,8
6,29,0.206897,62,1,19,1
18,29,0.620690,76,1,15,0
18,29,0.620690,98,2,34,6
18,29,0.620690,79,0,12,8
6,29,0.206897,63,1,19,1
17,29,0.586207,78,1,15,0
17,29,0.586207,97,3,41,6
19,29,0.655172,79,0,12,8
6,29,0.206897,63,2,26,1
18,29,0.620690,76,1,15,0
18,29,0.620690,97,2,34,6
16,29,0.551724,75,2,18,8
6,29,0.206897,63,1,19,1
18,29,0.620690,76,1,15,0
18,29,0.620690,99,2,34,6
16,29,0.551724,75,2,18,8
6,29,0.206897,64,1,19,1
18,29,0.620690,79,0,12,0
18,29,0.620690,98,2,34,6
17,29,0.586207,78,0,12,8
5,29,0.172414,61,1,19,1
18,29,0.620690,78,0,12,0
18,29,0.620690,99,2,34,6
17,29,0.586207,78,0,12,8
5,29,0.172414,62,1,19,1
19,29,0.655172,78,0,12,0
17,29,0.586207,95,4,36,6
18,29,0.620690,78,1,17,8
6,29,0.206897,64,2,26,1
18,29,0.620690,77,1,15,0
16,29,0.551724,96,2,34,6
17,29,0.586207,77,0,12,8
5,29,0.172414,62,1,19,1
18,28,0.642857,85,4,46,7
18,28,0.642857,85,4,46,7
18,29,0.620690,100,2,34,6
18,29,0.620690,75,5,51,4
16,29,0.551724,113,5,47,5
18,29,0.620690,86,4,46,7
18,29,0.620690,99,2,34,6
18,29,0.620690,76,5,43,4
16,29,0.551724,111,6,52,5
18,29,0.620690,87,4,40,7
18,29,0.620690,98,2,34,6
18,29,0.620690,75,5,49,4
16,29,0.551724,111,6,50,5
18,28,0.642857,85,4,46,7
18,29,0.620690,100,2,34,6
18,29,0.620690,75,5,51,4
16,29,0.551724,113,5,47,5
18,29,0.620690,86,4,46,7
18,29,0.620690,99,2,34,6
18,29,0.620690,76,5,43,4
16,29,0.551724,111,6,52,5
18,29,0.620690,87,4,40,7
18,29,0.620690,98,2,34,6
18,29,0.620690,75,5,49,4
16,29,0.551724,111,6,50,5
16,29,0.551724,83,4,46,7
16,29,0.551724,94,3,37,6
18,29,0.620690,76,5,51,4
18,29,0.620690,119,5,45,5
18,28,0.642857,84,4,40,7
18,29,0.620690,98,2,34,6
16,29,0.551724,74,5,49,4
18,29,0.620690,119,5,45,5
16,28,0.571429,82,4,46,7
18,29,0.620690,99,2,34,6
16,29,0.551724,76,5,49,4
16,29,0.551724,111,6,50,5
16,28,0.571429,81,4,46,7
17,29,0.586207,96,3,37,6
16,29,0.551724,74,5,49,4
15,29,0.517241,110,7,53,5
16,28,0.571429,82,4,46,7
17,29,0.586207,95,3,37,6
16,29,0.551724,74,5,49,4
17,29,0.586207,120,5,45,5
16,28,0.571429,82,4,46,7
16,29,0.551724,96,2,34,6
16,29,0.551724,76,5,49,4
16,29,0.551724,115,5,45,5
16,28,0.571429,83,4,46,7
18,29,0.620690,98,2,34,6
18,29,0.620690,76,5,49,4
16,29,0.551724,111,6,50,5
16,29,0.551724,76,1,15,0
5,29,0.172414,64,0,12,1
17,29,0.586207,76,5,43,4
16,29,0.551724,104,5,33,3
16,29,0.551724,75,2,20,0
5,29,0.172414,63,1,19,1
16,29,0.551724,72,5,51,4
17,29,0.586207,108,3,25,3
17,29,0.586207,80,0,12,0
5,29,0.172414,62,2,26,1
16,29,0.551724,73,5,49,4
16,29,0.551724,104,4,30,3
16,29,0.551724,76,2,20,0
5,29,0.172414,64,0,12,1
16,29,0.551724,72,5,49,4
16,29,0.551724,103,5,33,3
16,29,0.551724,76,1,15,0
5,29,0.172414,63,1,19,1
16,29,0.551724,73,5,51,4
18,29,0.620690,117,4,28,3
16,29,0.551724,76,1,15,0
5,29,0.172414,64,0,12,1
16,29,0.551724,74,5,49,4
16,29,0.551724,104,5,31,3
16,29,0.551724,76,2,20,0
5,29,0.172414,63,1,19,1
17,29,0.586207,75,5,43,4
15,29,0.517241,103,5,33,3
16,29,0.551724,77,1,15,0
5,29,0.172414,62,2,26,1
16,29,0.551724,75,5,49,4
16,29,0.551724,104,4,30,3
16,29,0.551724,76,1,15,0
5,29,0.172414,63,1,25,1
16,29,0.551724,76,5,49,4
16,29,0.551724,103,5,31,3
17,29,0.586207,79,0,12,0
5,29,0.172414,63,0,12,1
17,29,0.586207,76,5,43,4
16,29,0.551724,102,5,31,3
16,29,0.551724,110,6,52,5
17,29,0.586207,82,4,46,7
18,29,0.620690,113,4,44,2
18,29,0.620690,84,5,47,7
16,29,0.551724,116,6,48,5
18,29,0.620690,82,4,46,7
18,29,0.620690,111,4,40,2
16,29,0.551724,79,4,46,7
16,29,0.551724,115,5,45,5
18,29,0.620690,84,4,46,7
19,29,0.655172,114,4,44,2
18,29,0.620690,121,5,45,5
18,29,0.620690,84,4,46,7
18,29,0.620690,108,4,40,2
17,29,0.586207,84,4,46,7
16,29,0.551724,111,5,47,5
18,29,0.620690,84,4,46,7
17,29,0.586207,109,4,40,2
16,29,0.551724,81,4,46,7
16,29,0.551724,115,5,45,5
18,28,0.642857,84,4,46,7
18,29,0.620690,107,4,40,2
18,29,0.620690,86,4,46,7
17,29,0.586207,117,5,47,5
18,29,0.620690,85,4,46,7
17,29,0.586207,105,4,40,2
17,29,0.586207,84,4,46,7
18,29,0.620690,122,4,44,5
17,29,0.586207,82,3,39,7
18,29,0.620690,111,4,44,2
18,29,0.620690,84,4,46,7
17,29,0.586207,120,5,45,5
18,29,0.620690,84,4,46,7
19,29,0.655172,115,4,44,2
18,29,0.620690,85,4,46,7
16,29,0.551724,115,5,47,5
18,29,0.620690,84,4,46,7
19,29,0.655172,117,4,44,2
18,28,0.642857,84,4,46,7
17,29,0.586207,97,3,37,6
17,29,0.586207,97,3,37,6
18,29,0.620690,78,5,49,4
18,29,0.620690,103,2,22,9
17,29,0.586207,96,3,37,6
17,29,0.586207,99,2,34,6
18,29,0.620690,78,5,49,4
18,29,0.620690,102,2,22,9
16,29,0.551724,96,3,37,6
16,29,0.551724,96,3,37,6
18,29,0.620690,77,5,49,4
16,29,0.551724,95,3,27,9
17,29,0.586207,98,3,37,6
17,29,0.586207,95,2,34,6
18,29,0.620690,77,5,49,4
18,29,0.620690,101,2,22,9
18,29,0.620690,102,3,37,6
17,29,0.586207,99,2,34,6
18,29,0.620690,79,5,49,4
18,29,0.620690,99,2,22,9
17,29,0.586207,95,3,37,6
17,29,0.586207,102,3,37,6
18,29,0.620690,76,5,45,4
16,29,0.551724,93,4,28,9
17,29,0.586207,98,3,37,6
17,29,0.586207,96,3,37,6
18,29,0.620690,103,2,22,9
17,29,0.586207,99,3,37,6
16,29,0.551724,96,3,37,6
18,29,0.620690,77,5,49,4
18,29,0.620690,99,2,22,9
18,29,0.620690,101,3,37,6
16,29,0.551724,96,3,37,6
18,29,0.620690,77,5,49,4
18,29,0.620690,99,2,22,9
18,29,0.620690,101,3,37,6
18,29,0.620690,77,5,49,4
18,29,0.620690,97,2,22,9
18,29,0.620690,79,0,12,8
18,29,0.620690,97,1,15,9
18,29,0.620690,81,1,13,8
18,29,0.620690,77,1,15,8
17,29,0.586207,77,1,15,8
18,29,0.620690,98,3,23,9
17,29,0.586207,77,2,16,8
17,29,0.586207,77,1,15,8
16,29,0.551724,77,0,12,8
18,29,0.620690,99,3,21,9
17,29,0.586207,76,2,16,8
18,29,0.620690,79,0,12,8
18,29,0.620690,80,0,12,8
18,29,0.620690,103,2,22,9
18,29,0.620690,81,0,12,8
18,29,0.620690,80,0,12,8
17,29,0.586207,77,1,15,8
18,29,0.620690,100,2,22,9
18,29,0.620690,79,0,12,8
16,29,0.551724,75,1,15,8
18,29,0.620690,78,0,12,8
18,29,0.620690,99,2,22,9
18,29,0.620690,80,2,16,8
18,29,0.620690,78,0,12,8
18,29,0.620690,80,0,12,8
18,29,0.620690,98,2,22,9
18,29,0.620690,81,1,13,8
16,29,0.551724,75,1,15,8
18,29,0.620690,79,0,12,8
18,29,0.620690,99,2,22,9
18,29,0.620690,78,0,12,8
18,29,0.620690,79,0,12,8
17,29,0.586207,78,1,15,8
18,29,0.620690,97,3,23,9
17,29,0.586207,76,1,15,8
18,29,0.620690,76,1,15,8
16,29,0.551724,75,1,15,8
18,29,0.620690,97,3,23,9
18,29,0.620690,77,1,15,8
18,29,0.620690,76,1,15,8
18,29,0.620690,100,2,22,9
17,29,0.586207,110,4,44,2
16,28,0.571429,80,3,39,7
16,29,0.551724,96,2,22,9
16,29,0.551724,103,4,40,2
17,29,0.586207,86,3,33,7
18,29,0.620690,102,2,22,9
17,29,0.586207,110,4,44,2
17,29,0.586207,87,4,46,7
16,29,0.551724,96,1,15,9
18,29,0.620690,109,4,44,2
16,29,0.551724,83,4,46,7
18,29,0.620690,101,2,22,9
18,29,0.620690,110,4,44,2
17,29,0.586207,84,3,33,7
16,29,0.551724,97,2,18,9
18,29,0.620690,113,4,44,2
16,29,0.551724,83,4,46,7
18,29,0.620690,100,4,26,9
17,29,0.586207,108,4,40,2
18,29,0.620690,91,4,40,7
18,29,0.620690,102,2,18,9
16,29,0.551724,105,4,36,2
16,29,0.551724,84,4,46,7
16,29,0.551724,96,1,15,9
18,29,0.620690,112,4,44,2
17,29,0.586207,87,5,47,7
16,29,0.551724,98,0,12,9
18,29,0.620690,111,4,44,2
18,29,0.620690,86,4,46,7
16,29,0.551724,105,4,36,2
18,29,0.620690,77,6,52,4
18,29,0.620690,77,0,12,0
16,29,0.551724,102,4,36,2
16,29,0.551724,103,4,40,2
16,29,0.551724,75,5,51,4
18,29,0.620690,77,1,15,0
17,29,0.586207,109,4,40,2
16,29,0.551724,103,4,40,2
18,29,0.620690,77,6,52,4
18,29,0.620690,77,1,15,0
18,29,0.620690,109,4,44,2
18,29,0.620690,111,4,40,2
18,29,0.620690,77,5,51,4
18,29,0.620690,79,0,12,0
18,29,0.620690,105,4,40,2
18,28,0.642857,110,4,44,2
18,29,0.620690,75,5,51,4
18,29,0.620690,78,1,15,0
18,29,0.620690,106,4,40,2
17,29,0.586207,110,4,40,2
18,29,0.620690,77,5,51,4
18,29,0.620690,78,1,15,0
16,29,0.551724,99,5,43,2
18,29,0.620690,110,4,40,2
18,29,0.620690,77,5,51,4
18,29,0.620690,80,0,12,0
18,29,0.620690,105,4,40,2
18,29,0.620690,111,4,40,2
18,29,0.620690,76,4,48,4
18,29,0.620690,78,0,12,0
19,29,0.655172,115,4,44,2
17,29,0.586207,110,4,40,2
18,29,0.620690,77,5,51,4
18,29,0.620690,77,0,12,0
18,29,0.620690,107,4,40,2
17,29,0.586207,110,4,40,2
18,29,0.620690,77,4,48,4
18,29,0.620690,79,0,12,0
18,29,0.620690,106,4,40,2
17,29,0.586207,109,4,40,2
