Width,Height,Eccentricity,Moore Length,Slopes,DirectionSum,Y
16,29,0.551724,121,4,44,5
18,29,0.620690,79,0,12,8
18,29,0.620690,112,4,40,2
16,29,0.551724,104,4,40,2
16,29,0.551724,115,5,45,5
16,29,0.551724,77,1,15,8
18,29,0.620690,112,4,40,2
17,29,0.586207,109,4,40,2
16,29,0.551724,121,4,44,5
18,29,0.620690,79,0,12,8
18,29,0.620690,112,4,40,2
16,29,0.551724,104,4,40,2
16,29,0.551724,115,5,45,5
16,29,0.551724,77,1,15,8
18,29,0.620690,112,4,40,2
18,29,0.620690,115,4,40,2
15,29,0.517241,112,7,47,5
18,29,0.620690,79,0,12,8
17,29,0.586207,110,4,46,2
18,29,0.620690,112,4,40,2
15,29,0.517241,113,6,50,5
18,29,0.620690,80,0,12,8
17,29,0.586207,109,4,40,2
17,29,0.586207,109,4,40,2
17,29,0.586207,120,5,45,5
18,29,0.620690,81,0,12,8
17,29,0.586207,108,4,40,2
16,29,0.551724,103,4,40,2
16,29,0.551724,115,5,47,5
18,29,0.620690,79,0,12,8
18,29,0.620690,114,4,46,2
16,29,0.551724,102,4,40,2
16,29,0.551724,113,4,44,5
18,29,0.620690,79,0,12,8
17,29,0.586207,111,4,40,2
16,29,0.551724,106,4,40,2
16,29,0.551724,116,5,45,5
16,29,0.551724,77,1,17,8
18,29,0.620690,111,4,40,2
16,29,0.551724,107,4,40,2
16,29,0.551724,117,4,44,5
16,29,0.551724,78,0,12,8
18,29,0.620690,113,4,40,2
18,29,0.620690,109,4,40,2
16,29,0.551724,113,5,49,5
16,29,0.551724,77,1,15,8
18,29,0.620690,113,4,40,2
18,29,0.620690,122,4,44,5
16,29,0.551724,105,4,40,2
17,29,0.586207,84,4,46,7
20,29,0.689655,80,0,12,0
18,29,0.620690,119,4,44,5
17,29,0.586207,107,4,40,2
17,29,0.586207,84,3,33,7
18,29,0.620690,78,0,12,0
17,29,0.586207,120,4,44,5
17,29,0.586207,107,4,40,2
16,29,0.551724,82,4,46,7
19,29,0.655172,82,0,12,0
16,29,0.551724,113,4,44,5
18,29,0.620690,115,4,40,2
19,29,0.655172,89,5,41,7
18,29,0.620690,79,0,12,0
18,29,0.620690,118,4,44,5
18,29,0.620690,110,4,40,2
17,29,0.586207,84,4,46,7
18,29,0.620690,77,0,12,0
16,29,0.551724,112,5,47,5
18,29,0.620690,107,4,44,2
16,28,0.571429,80,4,46,7
20,29,0.689655,82,0,12,0
18,29,0.620690,118,4,44,5
16,29,0.551724,105,4,40,2
17,29,0.586207,85,4,46,7
18,29,0.620690,77,0,12,0
18,29,0.620690,120,4,44,5
18,29,0.620690,112,4,40,2
17,29,0.586207,84,4,46,7
20,29,0.689655,82,0,12,0
16,29,0.551724,113,5,45,5
18,29,0.620690,107,4,40,2
17,29,0.586207,84,4,46,7
18,29,0.620690,79,0,12,0
18,29,0.620690,122,4,44,5
18,29,0.620690,110,4,40,2
17,29,0.586207,84,4,46,7
20,29,0.689655,81,0,12,0
6,29,0.206897,65,0,12,1
17,29,0.586207,121,6,46,5
18,29,0.620690,76,1,15,8
18,29,0.620690,76,5,49,4
6,29,0.206897,65,0,12,1
16,29,0.551724,112,6,46,5
18,29,0.620690,78,0,12,8
18,29,0.620690,76,5,49,4
5,29,0.172414,61,1,25,1
18,29,0.620690,118,5,45,5
17,29,0.586207,77,1,15,8
18,29,0.620690,78,5,49,4
5,29,0.172414,63,0,12,1
17,29,0.586207,117,6,46,5
18,29,0.620690,76,1,15,8
18,29,0.620690,78,5,49,4
5,29,0.172414,63,0,12,1
16,29,0.551724,111,6,48,5
16,29,0.551724,76,1,15,8
18,29,0.620690,76,5,49,4
6,29,0.206897,65,1,17,1
17,29,0.586207,117,5,45,5
18,29,0.620690,77,1,15,8
18,29,0.620690,77,5,49,4
6,29,0.206897,64,0,12,1
16,29,0.551724,113,6,48,5
18,29,0.620690,77,0,12,8
18,29,0.620690,76,5,51,4
5,29,0.172414,64,0,12,1
18,29,0.620690,122,4,44,5
18,29,0.620690,77,1,15,8
18,29,0.620690,76,5,49,4
6,29,0.206897,65,0,12,1
18,29,0.620690,120,5,45,5
18,29,0.620690,77,1,15,8
16,29,0.551724,77,5,49,4
6,29,0.206897,65,0,12,1
18,29,0.620690,118,6,46,5
18,29,0.620690,76,1,15,8
18,29,0.620690,76,5,51,4
18,29,0.620690,77,1,15,8
18,29,0.620690,110,4,40,2
16,29,0.551724,83,4,46,7
20,29,0.689655,81,0,12,8
18,28,0.642857,76,1,15,8
18,29,0.620690,112,4,40,2
16,29,0.551724,82,4,40,7
17,29,0.586207,79,1,15,8
18,29,0.620690,76,1,15,8
18,29,0.620690,111,4,40,2
16,29,0.551724,82,4,40,7
17,29,0.586207,78,1,15,8
18,28,0.642857,76,1,15,8
18,29,0.620690,111,4,40,2
17,29,0.586207,84,5,41,7
19,29,0.655172,78,1,15,8
18,29,0.620690,79,0,12,8
18,29,0.620690,111,4,40,2
16,29,0.551724,81,4,46,7
18,29,0.620690,78,1,15,8
18,29,0.620690,79,0,12,8
18,29,0.620690,106,4,40,2
17,29,0.586207,85,5,41,7
19,29,0.655172,80,0,12,8
18,29,0.620690,80,0,12,8
19,29,0.655172,111,5,43,2
16,29,0.551724,84,4,46,7
18,29,0.620690,78,0,12,8
18,29,0.620690,79,0,12,8
18,29,0.620690,105,4,40,2
18,29,0.620690,86,4,40,7
18,29,0.620690,76,1,15,8
18,29,0.620690,79,0,12,8
18,29,0.620690,107,4,40,2
18,28,0.642857,85,4,40,7
18,29,0.620690,77,1,15,8
18,29,0.620690,77,2,20,8
18,29,0.620690,109,4,40,2
18,29,0.620690,84,4,40,7
17,29,0.586207,78,0,12,8
18,29,0.620690,100,1,15,9
18,28,0.642857,112,4,40,2
17,29,0.586207,113,4,26,3
16,29,0.551724,83,4,46,7
18,29,0.620690,102,1,15,9
17,28,0.607143,110,4,44,2
18,29,0.620690,101,2,18,9
18,29,0.620690,111,4,44,2
18,29,0.620690,113,4,28,3
16,29,0.551724,82,4,46,7
18,29,0.620690,101,3,19,9
18,29,0.620690,109,4,40,2
17,29,0.586207,111,4,28,3
17,29,0.586207,86,5,41,7
18,29,0.620690,101,1,15,9
16,28,0.571429,104,5,31,3
16,29,0.551724,84,4,46,7
18,29,0.620690,102,3,19,9
18,29,0.620690,110,4,40,2
18,29,0.620690,101,1,15,9
18,29,0.620690,110,4,40,2
16,29,0.551724,105,5,29,3
16,29,0.551724,83,4,46,7
18,29,0.620690,104,2,20,9
18,29,0.620690,111,4,44,2
16,29,0.551724,97,2,18,9
18,29,0.620690,110,4,40,2
18,29,0.620690,114,4,28,3
16,29,0.551724,97,1,15,9
18,29,0.620690,110,4,40,2
18,29,0.620690,116,4,28,3
16,29,0.551724,83,4,46,7
18,29,0.620690,80,0,12,0
15,29,0.517241,112,5,45,5
18,29,0.620690,80,0,12,0
18,29,0.620690,102,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,114,5,45,5
18,29,0.620690,80,0,12,0
18,29,0.620690,100,2,34,6
18,29,0.620690,80,0,12,0
16,29,0.551724,115,5,45,5
16,29,0.551724,77,1,15,0
18,29,0.620690,100,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,115,5,45,5
16,29,0.551724,77,1,15,0
18,29,0.620690,101,2,34,6
18,29,0.620690,80,0,12,0
16,29,0.551724,114,6,50,5
18,29,0.620690,80,0,12,0
18,29,0.620690,101,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,118,4,44,5
18,29,0.620690,80,0,12,0
18,29,0.620690,101,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,115,4,44,5
18,29,0.620690,80,0,12,0
18,29,0.620690,101,2,34,6
18,29,0.620690,80,0,12,0
16,29,0.551724,116,4,44,5
18,29,0.620690,80,0,12,0
18,29,0.620690,101,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,114,4,44,5
17,29,0.586207,79,0,12,0
18,29,0.620690,101,2,34,6
18,29,0.620690,79,0,12,0
16,29,0.551724,120,4,44,5
17,29,0.586207,78,1,15,0
18,29,0.620690,102,2,34,6
5,29,0.172414,63,1,19,1
17,29,0.586207,120,5,47,5
17,29,0.586207,75,5,51,4
6,29,0.206897,63,1,13,1
5,29,0.172414,63,1,19,1
16,29,0.551724,111,6,48,5
16,29,0.551724,76,5,43,4
6,29,0.206897,65,0,12,1
5,29,0.172414,63,1,19,1
16,29,0.551724,113,6,50,5
18,29,0.620690,77,5,51,4
5,29,0.172414,62,1,19,1
5,29,0.172414,64,0,12,1
16,29,0.551724,114,5,47,5
18,29,0.620690,77,5,49,4
5,29,0.172414,62,1,19,1
5,29,0.172414,64,0,12,1
16,29,0.551724,113,5,47,5
18,29,0.620690,76,5,51,4
5,29,0.172414,62,0,12,1
5,29,0.172414,63,1,25,1
18,29,0.620690,78,5,49,4
6,29,0.206897,64,0,12,1
5,29,0.172414,63,0,12,1
16,29,0.551724,74,5,51,4
6,29,0.206897,65,0,12,1
5,29,0.172414,64,0,12,1
16,29,0.551724,116,5,45,5
16,29,0.551724,74,5,51,4
5,29,0.172414,63,0,12,1
5,29,0.172414,64,0,12,1
16,29,0.551724,113,5,47,5
18,29,0.620690,76,5,51,4
5,29,0.172414,62,0,12,1
5,29,0.172414,63,0,12,1
18,29,0.620690,123,4,44,5
18,29,0.620690,77,5,49,4
6,29,0.206897,65,0,12,1
18,29,0.620690,99,3,19,9
18,29,0.620690,87,4,46,7
6,29,0.206897,65,0,12,1
18,29,0.620690,101,1,15,9
16,29,0.551724,83,4,46,7
5,29,0.172414,65,0,12,1
18,29,0.620690,77,4,48,4
16,29,0.551724,95,3,21,9
16,29,0.551724,82,4,46,7
5,29,0.172414,64,0,12,1
18,29,0.620690,99,3,19,9
18,28,0.642857,85,4,46,7
5,29,0.172414,65,1,25,1
16,29,0.551724,77,5,51,4
18,29,0.620690,98,3,19,9
16,29,0.551724,82,4,46,7
6,29,0.206897,66,0,12,1
18,29,0.620690,77,4,48,4
18,29,0.620690,97,3,19,9
16,29,0.551724,82,3,39,7
6,29,0.206897,65,0,12,1
18,29,0.620690,77,4,48,4
18,29,0.620690,98,3,19,9
16,28,0.571429,82,4,46,7
6,29,0.206897,66,0,12,1
16,29,0.551724,76,5,51,4
18,29,0.620690,97,3,19,9
6,29,0.206897,65,0,12,1
17,29,0.586207,97,3,19,9
18,28,0.642857,85,4,40,7
6,29,0.206897,64,0,12,1
18,29,0.620690,79,5,47,4
18,29,0.620690,97,3,19,9
18,28,0.642857,86,4,46,7
6,29,0.206897,65,0,12,1
5,29,0.172414,63,1,25,1
16,29,0.551724,105,3,25,3
16,29,0.551724,85,4,46,7
16,29,0.551724,97,2,34,6
5,29,0.172414,63,1,19,1
17,29,0.586207,113,3,25,3
16,29,0.551724,84,4,46,7
18,29,0.620690,102,2,34,6
5,29,0.172414,64,0,12,1
17,29,0.586207,108,3,25,3
16,29,0.551724,83,4,46,7
18,29,0.620690,100,2,34,6
5,29,0.172414,64,0,12,1
16,29,0.551724,105,3,25,3
16,29,0.551724,84,4,46,7
18,29,0.620690,102,2,34,6
5,29,0.172414,64,0,12,1
16,29,0.551724,105,3,25,3
16,29,0.551724,84,4,46,7
18,29,0.620690,102,2,34,6
5,29,0.172414,63,1,19,1
18,29,0.620690,113,4,28,3
16,29,0.551724,83,4,46,7
18,29,0.620690,98,3,39,6
5,29,0.172414,64,0,12,1
17,29,0.586207,112,4,28,3
16,29,0.551724,83,4,46,7
18,29,0.620690,101,2,34,6
5,29,0.172414,64,0,12,1
16,29,0.551724,106,3,25,3
16,29,0.551724,83,4,46,7
18,29,0.620690,101,2,34,6
5,29,0.172414,64,0,12,1
16,29,0.551724,106,4,28,3
16,29,0.551724,84,4,46,7
16,29,0.551724,98,2,34,6
5,29,0.172414,62,1,25,1
18,29,0.620690,112,4,28,3
16,29,0.551724,83,4,40,7
18,29,0.620690,103,2,34,6
5,29,0.172414,65,0,12,1
18,29,0.620690,76,5,49,4
18,29,0.620690,77,0,12,8
17,29,0.586207,77,0,12,8
6,29,0.206897,65,0,12,1
18,29,0.620690,75,4,48,4
16,29,0.551724,75,2,18,8
19,29,0.655172,79,0,12,8
5,28,0.178571,60,0,12,1
18,29,0.620690,75,5,49,4
18,29,0.620690,77,0,12,8
18,29,0.620690,78,0,12,8
5,28,0.178571,59,0,12,1
5,29,0.172414,65,0,12,1
18,29,0.620690,76,5,51,4
16,29,0.551724,77,0,12,8
18,29,0.620690,77,0,12,8
6,29,0.206897,65,0,12,1
18,29,0.620690,76,5,51,4
18,29,0.620690,77,0,12,8
18,29,0.620690,77,0,12,8
5,28,0.178571,60,0,12,1
6,29,0.206897,66,0,12,1
18,29,0.620690,74,5,51,4
16,29,0.551724,76,1,13,8
18,29,0.620690,76,1,13,8
5,29,0.172414,63,1,19,1
18,29,0.620690,75,5,51,4
16,29,0.551724,77,1,13,8
18,29,0.620690,77,1,13,8
16,29,0.551724,73,5,51,4
16,29,0.551724,75,2,18,8
16,29,0.551724,74,2,18,8
18,29,0.620690,75,5,51,4
16,29,0.551724,76,1,13,8
18,29,0.620690,77,1,13,8
5,29,0.172414,63,0,12,1
18,29,0.620690,75,5,49,4
18,29,0.620690,78,0,12,8
18,29,0.620690,79,0,12,8
18,29,0.620690,111,4,40,2
17,29,0.586207,96,3,37,6
18,29,0.620690,75,1,15,0
6,29,0.206897,64,2,30,1
17,29,0.586207,108,4,40,2
17,29,0.586207,98,2,30,6
18,29,0.620690,77,1,15,0
6,29,0.206897,64,0,12,1
17,29,0.586207,106,4,36,2
17,29,0.586207,97,3,33,6
18,29,0.620690,77,1,15,0
6,29,0.206897,65,0,12,1
18,29,0.620690,110,4,40,2
18,29,0.620690,100,0,12,6
18,29,0.620690,77,0,12,0
5,29,0.172414,63,0,12,1
16,29,0.551724,104,4,36,2
18,29,0.620690,100,2,30,6
18,29,0.620690,78,1,15,0
6,29,0.206897,64,0,12,1
18,29,0.620690,108,4,40,2
18,29,0.620690,99,2,30,6
18,29,0.620690,76,1,15,0
5,29,0.172414,64,0,12,1
17,29,0.586207,107,4,40,2
17,29,0.586207,96,0,12,6
17,29,0.586207,77,0,12,0
5,29,0.172414,62,1,19,1
18,29,0.620690,109,4,44,2
18,29,0.620690,100,2,30,6
18,29,0.620690,79,1,15,0
6,29,0.206897,65,0,12,1
18,29,0.620690,110,4,40,2
17,29,0.586207,96,0,12,6
18,29,0.620690,77,0,12,0
6,29,0.206897,64,0,12,1
18,29,0.620690,112,4,40,2
18,29,0.620690,98,2,30,6
18,29,0.620690,76,1,15,0
5,29,0.172414,63,0,12,1
18,29,0.620690,113,4,28,3
18,29,0.620690,80,0,12,0
16,29,0.551724,75,5,49,4
18,29,0.620690,99,2,34,6
18,29,0.620690,113,4,28,3
18,29,0.620690,81,0,12,0
18,29,0.620690,74,5,41,4
18,29,0.620690,96,3,37,6
18,29,0.620690,116,3,25,3
18,29,0.620690,80,0,12,0
18,29,0.620690,76,5,47,4
18,29,0.620690,100,2,34,6
18,29,0.620690,117,4,28,3
18,29,0.620690,81,0,12,0
18,29,0.620690,77,5,49,4
18,29,0.620690,101,2,34,6
18,29,0.620690,114,3,25,3
18,29,0.620690,81,0,12,0
18,29,0.620690,77,5,49,4
18,29,0.620690,102,2,34,6
17,29,0.586207,113,3,25,3
18,29,0.620690,80,0,12,0
18,29,0.620690,77,5,47,4
18,29,0.620690,101,2,34,6
18,29,0.620690,115,4,28,3
18,29,0.620690,81,0,12,0
18,29,0.620690,77,5,41,4
18,29,0.620690,103,2,34,6
18,29,0.620690,79,1,15,0
16,29,0.551724,78,1,15,8
16,29,0.551724,103,5,33,3
19,29,0.655172,107,0,12,9
16,29,0.551724,76,2,20,8
16,29,0.551724,105,5,31,3
17,29,0.586207,111,4,28,3
18,29,0.620690,101,0,12,9
16,29,0.551724,75,2,20,8
17,29,0.586207,110,4,28,3
18,29,0.620690,104,2,18,9
18,29,0.620690,78,0,12,8
18,29,0.620690,115,3,25,3
18,29,0.620690,102,0,12,9
17,29,0.586207,77,1,15,8
16,29,0.551724,105,4,28,3
17,29,0.586207,110,3,25,3
17,29,0.586207,80,0,12,8
16,29,0.551724,108,5,29,3
16,29,0.551724,108,5,29,3
16,29,0.551724,78,0,12,8
16,29,0.551724,110,4,28,3
16,29,0.551724,110,6,38,3
17,29,0.586207,79,1,15,8
16,29,0.551724,107,2,24,3
16,29,0.551724,105,4,28,3
18,29,0.620690,103,0,12,9
18,29,0.620690,80,0,12,8
18,29,0.620690,116,2,24,3
17,29,0.586207,106,5,29,3
16,29,0.551724,75,1,15,8
16,29,0.551724,104,4,22,3
17,29,0.586207,109,3,25,3
18,29,0.620690,102,2,18,9
17,29,0.586207,108,4,26,3
16,29,0.551724,124,5,45,5
18,29,0.620690,78,2,16,0
16,29,0.551724,93,2,16,6
17,29,0.586207,126,5,45,5
18,29,0.620690,77,1,13,0
16,29,0.551724,93,2,16,6
17,29,0.586207,109,4,28,3
17,29,0.586207,121,5,45,5
18,29,0.620690,76,2,16,0
18,29,0.620690,115,4,28,3
17,29,0.586207,122,5,45,5
16,29,0.551724,77,2,18,0
18,29,0.620690,103,2,34,6
17,29,0.586207,107,4,28,3
15,29,0.517241,113,5,45,5
18,29,0.620690,76,1,13,0
16,29,0.551724,94,2,16,6
17,29,0.586207,110,4,28,3
16,29,0.551724,117,5,45,5
18,29,0.620690,78,1,13,0
17,29,0.586207,99,4,34,6
18,29,0.620690,116,4,28,3
16,29,0.551724,120,5,45,5
18,29,0.620690,79,1,13,0
16,29,0.551724,93,2,16,6
17,29,0.586207,112,4,28,3
15,29,0.517241,116,6,48,5
18,29,0.620690,77,1,13,0
16,29,0.551724,94,2,16,6
17,29,0.586207,109,3,25,3
16,28,0.571429,112,6,48,5
17,29,0.586207,80,1,15,0
17,29,0.586207,96,1,13,6
17,29,0.586207,109,3,25,3
16,29,0.551724,113,5,47,5
17,29,0.586207,76,2,16,0
17,29,0.586207,97,4,38,6
16,29,0.551724,106,3,27,3
18,29,0.620690,77,0,12,0
16,29,0.551724,117,5,45,5
6,29,0.206897,63,0,12,1
18,29,0.620690,117,3,25,3
18,29,0.620690,77,0,12,0
18,29,0.620690,126,4,44,5
6,29,0.206897,63,0,12,1
20,29,0.689655,122,3,25,3
16,29,0.551724,118,5,45,5
6,29,0.206897,65,0,12,1
16,29,0.551724,104,3,27,3
18,29,0.620690,79,0,12,0
16,29,0.551724,118,5,45,5
6,29,0.206897,65,0,12,1
20,29,0.689655,125,4,28,3
18,29,0.620690,77,0,12,0
16,29,0.551724,117,5,45,5
6,29,0.206897,64,0,12,1
16,29,0.551724,117,5,45,5
6,29,0.206897,64,0,12,1
18,29,0.620690,106,4,40,2
18,29,0.620690,110,4,44,2
18,29,0.620690,79,0,12,8
18,29,0.620690,96,3,35,6
16,29,0.551724,100,5,35,2
18,29,0.620690,108,4,36,2
16,29,0.551724,77,0,12,8
18,29,0.620690,97,2,34,6
18,29,0.620690,110,4,40,2
18,29,0.620690,108,5,39,2
18,29,0.620690,77,0,12,8
18,29,0.620690,98,3,35,6
18,29,0.620690,109,4,40,2
18,29,0.620690,110,4,44,2
18,29,0.620690,78,0,12,8
18,29,0.620690,99,2,34,6
18,29,0.620690,109,4,44,2
18,29,0.620690,109,4,40,2
18,29,0.620690,78,0,12,8
18,29,0.620690,97,2,34,6
16,29,0.551724,100,4,40,2
16,29,0.551724,104,5,43,2
18,29,0.620690,77,0,12,8
18,29,0.620690,99,2,34,6
16,29,0.551724,106,4,40,2
16,29,0.551724,104,4,40,2
18,29,0.620690,78,0,12,8
18,29,0.620690,98,2,34,6
17,29,0.586207,104,4,36,2
16,29,0.551724,103,4,36,2
16,29,0.551724,75,1,15,8
17,29,0.586207,96,2,34,6
16,29,0.551724,104,4,40,2
16,29,0.551724,106,4,40,2
18,29,0.620690,78,0,12,8
18,29,0.620690,96,2,34,6
16,29,0.551724,103,4,40,2
16,29,0.551724,104,4,40,2
18,29,0.620690,78,0,12,8
18,29,0.620690,98,2,34,6
20,29,0.689655,101,2,34,6
17,29,0.586207,100,4,40,2
20,29,0.689655,81,1,15,8
18,29,0.620690,95,3,27,9
16,29,0.551724,96,3,37,6
18,29,0.620690,108,4,40,2
16,29,0.551724,74,2,16,8
17,29,0.586207,94,2,18,9
20,29,0.689655,102,2,34,6
18,29,0.620690,105,4,40,2
18,29,0.620690,79,2,20,8
18,29,0.620690,97,3,23,9
16,29,0.551724,90,4,38,6
16,29,0.551724,98,5,35,2
18,29,0.620690,82,2,20,8
16,29,0.551724,92,4,22,9
18,28,0.642857,84,4,46,7
16,29,0.551724,102,2,20,3
17,29,0.586207,77,5,51,4
18,29,0.620690,84,4,46,7
17,29,0.586207,107,4,28,3
16,29,0.551724,75,5,51,4
16,29,0.551724,82,4,46,7
18,29,0.620690,109,4,28,3
17,29,0.586207,76,5,43,4
16,28,0.571429,81,4,46,7
18,29,0.620690,105,3,23,3
18,29,0.620690,77,4,48,4
18,28,0.642857,84,4,46,7
18,29,0.620690,105,4,28,3
16,28,0.571429,81,4,46,7
17,29,0.586207,104,4,28,3
20,29,0.689655,84,5,49,4
18,29,0.620690,85,4,46,7
15,29,0.517241,98,4,30,3
18,28,0.642857,85,4,46,7
16,29,0.551724,102,4,28,3
17,29,0.586207,76,5,51,4
18,28,0.642857,86,4,40,7
15,29,0.517241,99,4,28,3
18,29,0.620690,77,4,48,4
17,29,0.586207,84,5,41,7
17,29,0.586207,111,2,24,3
19,29,0.655172,79,4,40,4
18,29,0.620690,114,3,25,3
18,28,0.642857,85,4,46,7
18,29,0.620690,108,5,43,2
6,29,0.206897,64,0,12,1
16,29,0.551724,103,7,33,3
18,29,0.620690,113,4,44,2
6,29,0.206897,62,2,26,1
17,29,0.586207,108,4,24,3
18,29,0.620690,111,5,43,2
6,29,0.206897,63,2,26,1
18,29,0.620690,113,4,24,3
16,29,0.551724,78,5,47,7
6,29,0.206897,62,2,26,1
16,29,0.551724,105,4,28,3
18,29,0.620690,84,5,47,7
17,29,0.586207,108,5,39,2
6,29,0.206897,63,2,26,1
17,29,0.586207,111,3,25,3
17,28,0.607143,83,4,46,7
6,29,0.206897,63,2,26,1
16,29,0.551724,103,5,33,3
17,29,0.586207,107,5,39,2
6,29,0.206897,62,1,19,1
16,29,0.551724,105,4,28,3
16,29,0.551724,83,4,46,7
17,29,0.586207,110,5,43,2
6,29,0.206897,63,1,19,1
18,29,0.620690,111,4,28,3
17,29,0.586207,108,5,43,2
6,29,0.206897,63,0,12,1
17,29,0.586207,108,5,25,3
16,28,0.571429,80,4,46,7
17,29,0.586207,111,4,40,2
6,29,0.206897,63,2,26,1
